Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PassPrgDist,Carries,CarryPrgDist,Succ,DribAtt
Sat,Matchweek 23,Away,D 1–1,Aston Villa,Brighton,N,FW AM,23,0,0,0,0,0,0,0,0,6,11,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,8,16,1,2
Tue,Matchweek 24,Home,W 2–1,Aston Villa,Watford,N,FW,13,0,0,0,0,0,0,0,0,7,6,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,5,0,0,0
