Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PassPrgDist,Carries,CarryPrgDist,Succ,DribAtt
Sun,Matchweek 1,Away,W 1–0,Arsenal,Newcastle Utd,Y,RW,84,0,0,0,0,1,0,1,0,63,29,0,0,1,0.2,0.2,0.1,2,0,34,49,69.4,169,49,207,1,3
Sat,Matchweek 3,Away,L 1–3,Arsenal,Liverpool,N,CM,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,12,10,21,1,1
Sun,Matchweek 4,Home,D 2–2,Arsenal,Tottenham,N,LW,23,0,0,0,0,1,0,0,0,25,3,0,0,1,0.1,0.1,0.1,4,0,16,18,88.9,37,18,22,0,1
